difficulty,gas_limit,gas_used,number,size,timestamp,timestamp(days),timestamp(time),total_difficulty,transaction_count,col_no_after_duplication
16085923080295,4694413,160546,1100485,1181,2016-03-05 00:00:18 UTC,5/3/2016,00:00:18 UTC,8.52E+18,4,1464
17163102940955,4703222,76035,1105623,817,2016-03-06 00:00:11 UTC,6/3/2016,00:00:11 UTC,8.60E+18,1,1471
17144695154362,3363065,181546,1110530,1297,2016-03-07 00:00:11 UTC,7/3/2016,00:00:11 UTC,8.69E+18,5,1474
17455320437496,4712388,970243,1115556,5526,2016-03-08 00:00:49 UTC,8/3/2016,00:00:49 UTC,8.77E+18,44,1481
17402348452442,4703438,0,1120573,541,2016-03-09 00:00:10 UTC,9/3/2016,00:00:10 UTC,8.86E+18,0,1486
17674516492163,4712388,160546,1125562,1185,2016-03-10 00:00:19 UTC,10/3/2016,00:00:19 UTC,8.95E+18,4,1496
18766089140590,4712388,286546,1130758,1860,2016-03-11 00:00:34 UTC,11/3/2016,00:00:34 UTC,9.04E+18,10,1504
19265256389448,4712388,42000,1135823,769,2016-03-12 00:00:01 UTC,12/3/2016,00:00:01 UTC,9.14E+18,2,1509
19662253357252,4712388,445377,1140846,2825,2016-03-13 00:00:52 UTC,13/3/2016,00:00:52 UTC,9.24E+18,20,1515
20937864207957,4712388,103522,1146032,1151,2016-03-14 00:00:05 UTC,14/3/2016,00:00:05 UTC,9.34E+18,2,1520
18454181098244,4712388,252511,1151140,1823,2016-03-15 00:00:15 UTC,15/3/2016,00:00:15 UTC,9.44E+18,11,1529
17751197563961,4712388,126000,1157119,1221,2016-03-16 00:00:02 UTC,16/3/2016,00:00:02 UTC,9.55E+18,6,1539
18104411705698,4712388,168511,1163144,1363,2016-03-17 00:00:28 UTC,17/3/2016,00:00:28 UTC,9.66E+18,7,1549
18941252324030,4712388,84511,1169227,911,2016-03-18 00:00:06 UTC,18/3/2016,00:00:06 UTC,9.77E+18,3,1557
18317664294697,4712388,105000,1175188,1656,2016-03-19 00:00:04 UTC,19/3/2016,00:00:04 UTC,9.88E+18,5,1565
19127667828298,4712388,147951,1181271,925,2016-03-20 00:00:16 UTC,20/3/2016,00:00:16 UTC,9.99E+18,2,1577
19385276563412,4712388,964485,1187297,6269,2016-03-21 00:00:03 UTC,21/3/2016,00:00:03 UTC,1.01E+19,39,1584
19173828938188,4712388,275411,1193292,1922,2016-03-22 00:00:14 UTC,22/3/2016,00:00:14 UTC,1.02E+19,12,1594
19913423774141,4712388,1278344,1199362,6890,2016-03-23 00:00:57 UTC,23/3/2016,00:00:57 UTC,1.03E+19,55,1604
19295077138850,4712388,862303,1205336,3699,2016-03-24 00:00:11 UTC,24/3/2016,00:00:11 UTC,1.05E+19,19,1611
20444410901101,4712388,231511,1211437,1690,2016-03-25 00:00:15 UTC,25/3/2016,00:00:15 UTC,1.06E+19,10,1622
20933699152490,4712388,2335127,1217503,11929,2016-03-26 00:01:07 UTC,26/3/2016,00:01:07 UTC,1.07E+19,81,1633
22387970859388,4712388,2132046,1223598,9396,2016-03-27 00:00:35 UTC,27/3/2016,00:00:35 UTC,1.08E+19,7,1637
22813035311173,4712388,63511,1229644,1878,2016-03-28 00:00:07 UTC,28/3/2016,00:00:07 UTC,1.10E+19,2,1642
22509069571531,4712388,353995,1235643,2362,2016-03-29 00:00:02 UTC,29/3/2016,00:00:02 UTC,1.11E+19,13,1648
22481512752030,4712388,84511,1241654,914,2016-03-30 00:00:03 UTC,30/3/2016,00:00:03 UTC,1.12E+19,3,1656
22953522709493,4712388,126511,1247700,1140,2016-03-31 00:00:07 UTC,31/3/2016,00:00:07 UTC,1.14E+19,5,1660
23503128273564,4712388,126511,1253721,1138,2016-04-01 00:00:11 UTC,1/4/2016,00:00:11 UTC,1.15E+19,5,1670
24601529511721,4712388,148727,1259802,1490,2016-04-02 00:00:06 UTC,2/4/2016,00:00:06 UTC,1.17E+19,5,1678
23977026433263,4712388,139841,1265738,1372,2016-04-03 00:01:18 UTC,3/4/2016,00:01:18 UTC,1.18E+19,4,1690
24444031358001,4712388,287610,1271773,2036,2016-04-04 00:00:07 UTC,4/4/2016,00:00:07 UTC,1.19E+19,5,1693
25711600261935,4712388,63511,1277859,798,2016-04-05 00:00:03 UTC,5/4/2016,00:00:03 UTC,1.21E+19,2,1705
26046986248044,4712388,210240,1283892,1737,2016-04-06 00:00:26 UTC,6/4/2016,00:00:26 UTC,1.23E+19,10,1717
25901259696183,4712388,210511,1289896,1595,2016-04-07 00:00:23 UTC,7/4/2016,00:00:23 UTC,1.24E+19,9,1724
25318796999913,4712388,63511,1295849,798,2016-04-08 00:00:06 UTC,8/4/2016,00:00:06 UTC,1.26E+19,2,1730
27679076633760,4712388,168511,1301951,1365,2016-04-09 00:00:19 UTC,9/4/2016,00:00:19 UTC,1.27E+19,7,1737
26507449746683,4712388,307546,1307884,1973,2016-04-10 00:00:19 UTC,10/4/2016,00:00:19 UTC,1.29E+19,11,1744
27677633548663,4712388,42000,1313949,1314,2016-04-11 00:00:05 UTC,11/4/2016,00:00:05 UTC,1.30E+19,2,1753
26376649501122,4712388,63511,1319886,797,2016-04-12 00:00:04 UTC,12/4/2016,00:00:04 UTC,1.32E+19,2,1759
26589349694976,4712388,286546,1325901,1855,2016-04-13 00:00:17 UTC,13/4/2016,00:00:17 UTC,1.34E+19,10,1769
26711940946684,4712388,42000,1331916,772,2016-04-14 00:00:01 UTC,14/4/2016,00:00:01 UTC,1.35E+19,2,1784
27713343679701,4712388,328546,1337937,2089,2016-04-15 00:00:28 UTC,15/4/2016,00:00:28 UTC,1.37E+19,12,1789
28684200328481,4712388,231511,1343996,1705,2016-04-16 00:00:16 UTC,16/4/2016,00:00:16 UTC,1.39E+19,10,1796
28620371800708,4712388,252511,1350015,1819,2016-04-17 00:00:21 UTC,17/4/2016,00:00:21 UTC,1.40E+19,11,1801
29320358436930,4712388,307466,1356030,2554,2016-04-18 00:00:05 UTC,18/4/2016,00:00:05 UTC,1.42E+19,13,1807
30332896769787,4712388,276834,1362085,1930,2016-04-19 00:00:11 UTC,19/4/2016,00:00:11 UTC,1.44E+19,12,1815
29405002462213,4712388,84511,1368054,904,2016-04-20 00:00:07 UTC,20/4/2016,00:00:07 UTC,1.46E+19,3,1826
30524540766479,4712388,280473,1374104,2165,2016-04-21 00:00:04 UTC,21/4/2016,00:00:04 UTC,1.47E+19,11,1835
29986550200580,4712388,200322,1380094,1459,2016-04-22 00:01:09 UTC,22/4/2016,00:01:09 UTC,1.49E+19,8,1848
30168345309440,4712388,357511,1386125,2391,2016-04-23 00:00:12 UTC,23/4/2016,00:00:12 UTC,1.51E+19,16,1849
30937083385308,4712388,105000,1392176,1102,2016-04-24 00:00:02 UTC,24/4/2016,00:00:02 UTC,1.53E+19,5,1854
30184556617699,4712388,315511,1398157,2152,2016-04-25 00:00:07 UTC,25/4/2016,00:00:07 UTC,1.55E+19,14,1866
31857477606271,4712388,105511,1404261,1028,2016-04-26 00:00:23 UTC,26/4/2016,00:00:23 UTC,1.57E+19,4,1872
30614631131778,4712388,224698,1410213,1756,2016-04-27 00:00:13 UTC,27/4/2016,00:00:13 UTC,1.59E+19,6,1878
31996636384368,4712388,84511,1416275,915,2016-04-28 00:00:10 UTC,28/4/2016,00:00:10 UTC,1.60E+19,3,1884
32667462534928,4712388,860146,1422305,2077,2016-04-29 00:00:09 UTC,29/4/2016,00:00:09 UTC,1.62E+19,12,1892
33060129592749,4712388,624584,1428335,3062,2016-04-30 00:00:12 UTC,30/4/2016,00:00:12 UTC,1.64E+19,18,1899
34401336529159,4712388,638810,1434393,3578,2016-05-01 00:00:18 UTC,1/5/2016,00:00:18 UTC,1.66E+19,24,1907
32384924816350,4712388,547869,1440335,3772,2016-05-02 00:00:30 UTC,2/5/2016,00:00:30 UTC,1.68E+19,20,1913
34145525584753,4712388,1129170,1446415,6679,2016-05-03 00:00:53 UTC,3/5/2016,00:00:53 UTC,1.70E+19,45,1921
35031051677242,4712388,666453,1452469,2916,2016-05-04 00:00:24 UTC,4/5/2016,00:00:24 UTC,1.72E+19,15,1926
34293651736255,4712388,63511,1458450,799,2016-05-05 00:00:06 UTC,5/5/2016,00:00:06 UTC,1.74E+19,2,1932
34486579691623,4712388,676703,1464486,3987,2016-05-06 00:00:10 UTC,6/5/2016,00:00:10 UTC,1.77E+19,21,1938
33944291112143,4712388,202280,1470508,1486,2016-05-07 00:00:11 UTC,7/5/2016,00:00:11 UTC,1.79E+19,7,1947
33655992764758,4712388,369841,1476496,2455,2016-05-08 00:00:06 UTC,8/5/2016,00:00:06 UTC,1.81E+19,16,1957
34697990057377,4712388,349559,1482547,2113,2016-05-09 00:00:14 UTC,9/5/2016,00:00:14 UTC,1.83E+19,11,1971
35616128664281,4712388,126511,1488591,1136,2016-05-10 00:00:05 UTC,10/5/2016,00:00:05 UTC,1.85E+19,5,1982
36186346052693,4712388,1979797,1494603,3981,2016-05-11 00:00:19 UTC,11/5/2016,00:00:19 UTC,1.87E+19,28,1991
34133726019566,4712388,224280,1500517,1570,2016-05-12 00:00:02 UTC,12/5/2016,00:00:02 UTC,1.89E+19,6,2000
36184954066154,4712388,105000,1506616,1109,2016-05-13 00:00:02 UTC,13/5/2016,00:00:02 UTC,1.91E+19,5,2010
37215849818432,4712388,1034900,1512680,4996,2016-05-14 00:00:17 UTC,14/5/2016,00:00:17 UTC,1.93E+19,33,2016
36952594436447,4712388,233771,1518638,1592,2016-05-15 00:00:05 UTC,15/5/2016,00:00:05 UTC,1.96E+19,9,2022
37125940892384,4712388,399511,1524653,3138,2016-05-16 00:00:06 UTC,16/5/2016,00:00:06 UTC,1.98E+19,18,2033
36363021348775,4712388,242278,1530614,994,2016-05-17 00:00:03 UTC,17/5/2016,00:00:03 UTC,2.00E+19,2,2042
37876189932452,4712388,588127,1536685,3338,2016-05-18 00:00:19 UTC,18/5/2016,00:00:19 UTC,2.02E+19,20,2055
39069084433659,4712388,84000,1542748,999,2016-05-19 00:00:01 UTC,19/5/2016,00:00:01 UTC,2.05E+19,4,2063
39482147544382,4712388,0,1548759,541,2016-05-20 00:00:02 UTC,20/5/2016,00:00:02 UTC,2.07E+19,0,2069
40152934918223,4712388,697376,1554797,3675,2016-05-21 00:00:18 UTC,21/5/2016,00:00:18 UTC,2.09E+19,24,2077
38697377690055,4712388,681860,1560777,3980,2016-05-22 00:00:21 UTC,22/5/2016,00:00:21 UTC,2.12E+19,26,2082
40823116561746,4712388,21000,1566861,655,2016-05-23 00:00:02 UTC,23/5/2016,00:00:02 UTC,2.14E+19,1,2086
40652801328933,4712388,1208202,1572874,6501,2016-05-24 00:00:20 UTC,24/5/2016,00:00:20 UTC,2.17E+19,48,2095
40821598360586,4712388,644101,1578884,3778,2016-05-25 00:00:16 UTC,25/5/2016,00:00:16 UTC,2.19E+19,28,2101
41211740476649,4712388,106900,1584913,1107,2016-05-26 00:00:01 UTC,26/5/2016,00:00:01 UTC,2.22E+19,5,2108
41686453761583,4712388,752273,1590932,3792,2016-05-27 00:00:18 UTC,27/5/2016,00:00:18 UTC,2.24E+19,26,2118
43022325525823,4712388,222330,1596977,1757,2016-05-28 00:00:12 UTC,28/5/2016,00:00:12 UTC,2.27E+19,10,2129
43583968917235,4712388,1891046,1602996,9741,2016-05-29 00:01:00 UTC,29/5/2016,00:01:00 UTC,2.29E+19,72,2135
43634064647453,4712388,456479,1608997,2850,2016-05-30 00:00:25 UTC,30/5/2016,00:00:25 UTC,2.32E+19,16,2140
43348167242792,4712388,737973,1615004,4416,2016-05-31 00:00:18 UTC,31/5/2016,00:00:18 UTC,2.34E+19,31,2148
41289299099218,4712388,358949,1620940,2827,2016-06-01 00:00:27 UTC,1/6/2016,00:00:27 UTC,2.37E+19,12,2159
42217059449909,4712388,487411,1626979,3019,2016-06-02 00:00:18 UTC,2/6/2016,00:00:18 UTC,2.40E+19,20,2166
44686670546753,4712388,337755,1633051,2217,2016-06-03 00:00:11 UTC,3/6/2016,00:00:11 UTC,2.42E+19,13,2171
45487381639108,4712388,419143,1639080,2398,2016-06-04 00:00:03 UTC,4/6/2016,00:00:03 UTC,2.45E+19,14,2178
44615903230439,4712388,1168871,1645096,5661,2016-06-05 00:00:47 UTC,5/6/2016,00:00:47 UTC,2.48E+19,44,2189
44190547907170,4712388,196722,1651059,1343,2016-06-06 00:00:01 UTC,6/6/2016,00:00:01 UTC,2.50E+19,6,2196
46682870006177,4712388,552502,1657167,2816,2016-06-07 00:00:46 UTC,7/6/2016,00:00:46 UTC,2.53E+19,19,2202
45212609811011,4716861,4647938,1663157,6607,2016-06-08 00:00:13 UTC,8/6/2016,00:00:13 UTC,2.56E+19,44,2205
46726228082531,4712388,350751,1669248,1207,2016-06-09 00:00:05 UTC,9/6/2016,00:00:05 UTC,2.59E+19,6,2215
48743281020345,4712388,404136,1675340,2520,2016-06-10 00:00:21 UTC,10/6/2016,00:00:21 UTC,2.61E+19,17,2227
44714439280069,4712388,344430,1681242,2061,2016-06-11 00:00:26 UTC,11/6/2016,00:00:26 UTC,2.64E+19,10,2233
47328624863546,4723358,4559624,1687356,24993,2016-06-12 00:00:03 UTC,12/6/2016,00:00:03 UTC,2.67E+19,216,2240
48203054515215,4712388,1367647,1693421,3431,2016-06-13 00:00:44 UTC,13/6/2016,00:00:44 UTC,2.70E+19,22,2247
50012600503738,4712388,111077,1699505,1194,2016-06-14 00:00:01 UTC,14/6/2016,00:00:01 UTC,2.73E+19,5,2253
50416542101794,4712388,310204,1705540,2032,2016-06-15 00:00:10 UTC,15/6/2016,00:00:10 UTC,2.76E+19,13,2265
50056628975309,4712388,923801,1711547,4237,2016-06-16 00:00:15 UTC,16/6/2016,00:00:15 UTC,2.79E+19,27,2271
49797092965402,4712388,156077,1717562,1265,2016-06-17 00:00:11 UTC,17/6/2016,00:00:11 UTC,2.82E+19,5,2282
46386813569551,4713070,3353587,1723411,3906,2016-06-18 00:00:02 UTC,18/6/2016,00:00:02 UTC,2.85E+19,25,2288
45932014765061,4713456,0,1729300,541,2016-06-19 00:00:31 UTC,19/6/2016,00:00:31 UTC,2.87E+19,0,2301
52344205586030,4712388,576450,1735522,2337,2016-06-20 00:00:13 UTC,20/6/2016,00:00:13 UTC,2.91E+19,14,2310
49278607692348,4712388,1173353,1741471,4505,2016-06-21 00:00:19 UTC,21/6/2016,00:00:19 UTC,2.94E+19,32,2318
49411163036458,4712388,63000,1747470,877,2016-06-22 00:00:03 UTC,22/6/2016,00:00:03 UTC,2.97E+19,3,2326
54178337393394,4712388,0,1753610,541,2016-06-23 00:00:25 UTC,23/6/2016,00:00:25 UTC,3.00E+19,0,2334
52830885345958,4712388,0,1759612,541,2016-06-24 00:00:31 UTC,24/6/2016,00:00:31 UTC,3.03E+19,0,2346
53333646595753,4707788,1305312,1765654,5995,2016-06-25 00:00:44 UTC,25/6/2016,00:00:44 UTC,3.06E+19,44,2352
52955959733989,4694009,1157438,1771652,6404,2016-06-26 00:00:24 UTC,26/6/2016,00:00:24 UTC,3.09E+19,48,2358
53984665403596,3141592,503614,1777704,2772,2016-06-27 00:00:18 UTC,27/6/2016,00:00:18 UTC,3.13E+19,19,2363
54902040716978,3141592,2271310,1783756,993,2016-06-28 00:00:03 UTC,28/6/2016,00:00:03 UTC,3.16E+19,4,2371
56434851083121,4703179,105000,1789823,1112,2016-06-29 00:00:02 UTC,29/6/2016,00:00:02 UTC,3.19E+19,5,2377
54951706609417,4703192,2108509,1795814,5106,2016-06-30 00:00:12 UTC,30/6/2016,00:00:12 UTC,3.23E+19,23,2382
53245689665512,4712388,628807,1801799,3945,2016-07-01 00:00:19 UTC,1/7/2016,00:00:19 UTC,3.26E+19,23,2393
56917413542203,4712379,623031,1807926,3102,2016-07-02 00:00:14 UTC,2/7/2016,00:00:14 UTC,3.29E+19,22,2400
56594001312764,4712388,594207,1813929,3589,2016-07-03 00:00:37 UTC,3/7/2016,00:00:37 UTC,3.33E+19,25,2411
57580493144665,4712388,573111,1819974,3189,2016-07-04 00:00:16 UTC,4/7/2016,00:00:16 UTC,3.36E+19,21,2417
59105305163522,4707784,292386,1826041,2003,2016-07-05 00:00:10 UTC,5/7/2016,00:00:10 UTC,3.40E+19,13,2423
55976430107916,4707783,153180,1831990,1227,2016-07-06 00:00:13 UTC,6/7/2016,00:00:13 UTC,3.43E+19,6,2430
58165713404934,4700000,0,1838078,538,2016-07-07 00:00:32 UTC,7/7/2016,00:00:32 UTC,3.47E+19,0,2437
58176841397226,4712388,102596,1844114,1209,2016-07-08 00:00:03 UTC,8/7/2016,00:00:03 UTC,3.50E+19,4,2444
56125850645035,4712388,1192284,1850110,5098,2016-07-09 00:00:37 UTC,9/7/2016,00:00:37 UTC,3.54E+19,38,2451
59762930751646,4712388,384348,1856236,2137,2016-07-10 00:00:10 UTC,10/7/2016,00:00:10 UTC,3.57E+19,11,2458
59979465120892,4712388,502308,1862282,2795,2016-07-11 00:00:17 UTC,11/7/2016,00:00:17 UTC,3.61E+19,17,2470
59526257434799,4704588,379423,1868311,2591,2016-07-12 00:00:04 UTC,12/7/2016,00:00:04 UTC,3.64E+19,18,2479
58415513020743,4712388,753554,1874317,3059,2016-07-13 00:00:16 UTC,13/7/2016,00:00:16 UTC,3.68E+19,20,2486
60962957211089,4704588,68278,1880403,1255,2016-07-14 00:00:01 UTC,14/7/2016,00:00:01 UTC,3.71E+19,1,2492
59330756284995,4712388,21000,1886405,648,2016-07-15 00:00:03 UTC,15/7/2016,00:00:03 UTC,3.75E+19,1,2501
57629055515810,4707788,0,1892392,526,2016-07-16 00:00:08 UTC,16/7/2016,00:00:08 UTC,3.78E+19,0,2513
59498366458141,4712388,1066367,1898473,6551,2016-07-17 00:00:13 UTC,17/7/2016,00:00:13 UTC,3.82E+19,47,2521
58676656857837,4712388,244424,1904502,1780,2016-07-18 00:00:10 UTC,18/7/2016,00:00:10 UTC,3.86E+19,11,2529
62535885923138,4700000,0,1910611,526,2016-07-19 00:00:15 UTC,19/7/2016,00:00:15 UTC,3.89E+19,0,2539
59771109027631,4712388,1333741,1916581,7092,2016-07-20 00:00:30 UTC,20/7/2016,00:00:30 UTC,3.93E+19,55,2549
57018923803095,4707784,1016299,1922527,5715,2016-07-21 00:00:35 UTC,21/7/2016,00:00:35 UTC,3.96E+19,38,2552
61905352081542,4707788,0,1928681,526,2016-07-22 00:00:02 UTC,22/7/2016,00:00:02 UTC,4.00E+19,0,2558
59226427712375,4712388,84000,1934638,985,2016-07-23 00:00:05 UTC,23/7/2016,00:00:05 UTC,4.04E+19,4,2563
61658167566067,4712384,63000,1940731,881,2016-07-24 00:00:04 UTC,24/7/2016,00:00:04 UTC,4.07E+19,3,2573
58163431050457,4707788,42000,1946668,754,2016-07-25 00:00:03 UTC,25/7/2016,00:00:03 UTC,4.11E+19,2,2580
58630792276487,4712388,367854,1952699,2154,2016-07-26 00:00:22 UTC,26/7/2016,00:00:22 UTC,4.14E+19,13,2588
50427620841581,4712388,231391,1958507,2230,2016-07-27 00:00:03 UTC,27/7/2016,00:00:03 UTC,4.18E+19,9,2600
55342767479093,4712388,409428,1964682,2378,2016-07-28 00:00:14 UTC,28/7/2016,00:00:14 UTC,4.21E+19,16,2611
57673533911207,4712388,341334,1970763,2257,2016-07-29 00:00:12 UTC,29/7/2016,00:00:12 UTC,4.24E+19,14,2620
55556541387493,4712388,328424,1976742,2233,2016-07-30 00:00:09 UTC,30/7/2016,00:00:09 UTC,4.28E+19,15,2628
54171761913918,4712388,1968617,1982724,9620,2016-07-31 00:01:18 UTC,31/7/2016,00:01:18 UTC,4.31E+19,76,2635
54503662020253,4712384,535551,1988752,2820,2016-08-01 00:00:34 UTC,1/8/2016,00:00:34 UTC,4.34E+19,18,2639
53098935294258,4707788,0,1994713,526,2016-08-02 00:00:07 UTC,2/8/2016,00:00:07 UTC,4.37E+19,0,2645
49358560790040,4700000,414306,2000607,2553,2016-08-03 00:00:16 UTC,3/8/2016,00:00:16 UTC,4.40E+19,17,2651
47872876946503,4712379,63000,2006591,874,2016-08-04 00:00:05 UTC,4/8/2016,00:00:05 UTC,4.43E+19,3,2659
53004971996328,4703192,277813,2012783,1889,2016-08-05 00:00:04 UTC,5/8/2016,00:00:04 UTC,4.46E+19,12,2663
54170459477424,4707788,0,2018848,540,2016-08-06 00:00:04 UTC,6/8/2016,00:00:04 UTC,4.50E+19,0,2672
52030879829147,4712375,765243,2024826,3946,2016-08-07 00:00:24 UTC,7/8/2016,00:00:24 UTC,4.53E+19,29,2682
54196013503348,4707788,21000,2030903,640,2016-08-08 00:00:10 UTC,8/8/2016,00:00:10 UTC,4.56E+19,1,2693
55093134527490,4703192,0,2036962,526,2016-08-09 00:00:12 UTC,9/8/2016,00:00:12 UTC,4.59E+19,0,2698
58602958964750,4707774,31561,2043093,711,2016-08-10 00:00:14 UTC,10/8/2016,00:00:14 UTC,4.63E+19,1,2709
59310243751439,4712388,159960,2049146,1094,2016-08-11 00:00:07 UTC,11/8/2016,00:00:07 UTC,4.66E+19,3,2716
60705314671752,4712380,688134,2055214,3838,2016-08-12 00:00:01 UTC,12/8/2016,00:00:01 UTC,4.70E+19,14,2725
59342960016808,4703183,0,2061228,526,2016-08-13 00:00:30 UTC,13/8/2016,00:00:30 UTC,4.74E+19,0,2737
60084410036194,4712379,114982,2067260,1107,2016-08-14 00:00:04 UTC,14/8/2016,00:00:04 UTC,4.77E+19,5,2742
60098619899443,4712388,547605,2073294,3786,2016-08-15 00:00:17 UTC,15/8/2016,00:00:17 UTC,4.81E+19,23,2749
62140842371084,4712388,997330,2079384,4890,2016-08-16 00:00:28 UTC,16/8/2016,00:00:28 UTC,4.85E+19,36,2757
62456750890606,4712388,90746,2085439,782,2016-08-17 00:00:02 UTC,17/8/2016,00:00:02 UTC,4.88E+19,2,2767
61773687465213,4707788,0,2091447,526,2016-08-18 00:00:28 UTC,18/8/2016,00:00:28 UTC,4.92E+19,0,2777
63968829486780,4707769,595300,2097547,3490,2016-08-19 00:00:15 UTC,19/8/2016,00:00:15 UTC,4.96E+19,25,2783
61533630138603,4707788,0,2103561,526,2016-08-20 00:00:16 UTC,20/8/2016,00:00:16 UTC,4.99E+19,0,2794
62030482005721,4712370,326230,2109616,2070,2016-08-21 00:00:15 UTC,21/8/2016,00:00:15 UTC,5.03E+19,13,2802
63207549372632,4712388,1269261,2115700,6707,2016-08-22 00:00:31 UTC,22/8/2016,00:00:31 UTC,5.07E+19,53,2807
65868170713323,4712388,403596,2121778,2087,2016-08-23 00:00:03 UTC,23/8/2016,00:00:03 UTC,5.11E+19,11,2817
64866287960003,4712388,759348,2127794,3889,2016-08-24 00:00:29 UTC,24/8/2016,00:00:29 UTC,5.15E+19,29,2830
66519125850591,4707764,386572,2133846,2333,2016-08-25 00:00:10 UTC,25/8/2016,00:00:10 UTC,5.19E+19,15,2839
68813689053949,4712388,504798,2139940,2866,2016-08-26 00:00:08 UTC,26/8/2016,00:00:08 UTC,5.23E+19,19,2847
68564050845854,4703192,0,2145946,526,2016-08-27 00:00:08 UTC,27/8/2016,00:00:08 UTC,5.27E+19,0,2857
70789516771206,4712388,195042,2152022,1526,2016-08-28 00:00:08 UTC,28/8/2016,00:00:08 UTC,5.32E+19,8,2868
69167732312022,4707775,43260,2158057,703,2016-08-29 00:00:12 UTC,29/8/2016,00:00:12 UTC,5.36E+19,1,2872
67153074828280,4707788,0,2164071,526,2016-08-30 00:00:01 UTC,30/8/2016,00:00:01 UTC,5.40E+19,0,2878
68561453837668,4700000,0,2170097,1049,2016-08-31 00:00:02 UTC,31/8/2016,00:00:02 UTC,5.44E+19,0,2885
70650771712044,4712388,525484,2176170,3186,2016-09-01 00:00:07 UTC,1/9/2016,00:00:07 UTC,5.48E+19,21,2898
69467107244588,4712388,329461,2182159,2120,2016-09-02 00:00:15 UTC,2/9/2016,00:00:15 UTC,5.52E+19,13,2905
71760135645392,4712388,894637,2188247,4620,2016-09-03 00:00:15 UTC,3/9/2016,00:00:15 UTC,5.57E+19,35,2918
67459143551301,4712388,251473,2194197,1684,2016-09-04 00:00:07 UTC,4/9/2016,00:00:07 UTC,5.61E+19,8,2923
66524924681067,4712388,63080,2200219,1426,2016-09-05 00:00:05 UTC,5/9/2016,00:00:05 UTC,5.65E+19,3,2932
67956714449360,4703187,120976,2206295,992,2016-09-06 00:00:29 UTC,6/9/2016,00:00:29 UTC,5.69E+19,3,2939
67151530880889,4712379,408019,2212288,2571,2016-09-07 00:00:19 UTC,7/9/2016,00:00:19 UTC,5.73E+19,17,2948
69672653570886,4712384,677616,2218406,3526,2016-09-08 00:00:07 UTC,8/9/2016,00:00:07 UTC,5.77E+19,26,2955
69222584396920,4712370,126000,2224422,1210,2016-09-09 00:00:02 UTC,9/9/2016,00:00:02 UTC,5.81E+19,6,2963
69652349318381,4712388,92717,2230496,1034,2016-09-10 00:00:12 UTC,10/9/2016,00:00:12 UTC,5.85E+19,4,2973
68724888681665,4703192,0,2236495,526,2016-09-11 00:00:24 UTC,11/9/2016,00:00:24 UTC,5.89E+19,0,2983
71378150120269,4712388,586530,2242588,3099,2016-09-12 00:00:17 UTC,12/9/2016,00:00:17 UTC,5.94E+19,18,2988
72490250420593,4712388,1191334,2248651,5448,2016-09-13 00:00:36 UTC,13/9/2016,00:00:36 UTC,5.98E+19,42,2996
70310476778205,4704584,828302,2254654,3157,2016-09-14 00:00:14 UTC,14/9/2016,00:00:14 UTC,6.02E+19,18,3006
73165687587021,4700000,21000,2260745,643,2016-09-15 00:00:03 UTC,15/9/2016,00:00:03 UTC,6.07E+19,1,3013
72048613235771,4712388,533765,2266776,2315,2016-09-16 00:00:06 UTC,16/9/2016,00:00:06 UTC,6.11E+19,12,3023
74034155235778,4712379,63000,2272841,876,2016-09-17 00:00:07 UTC,17/9/2016,00:00:07 UTC,6.16E+19,3,3033
74926905442451,4703192,0,2278885,526,2016-09-18 00:00:03 UTC,18/9/2016,00:00:03 UTC,6.20E+19,0,3045
55246833125586,4700000,0,2284483,532,2016-09-19 00:00:09 UTC,19/9/2016,00:00:09 UTC,6.24E+19,0,3055
71316979208147,4700000,337878,2290892,2066,2016-09-20 00:00:28 UTC,20/9/2016,00:00:28 UTC,6.28E+19,11,3067
77284853783792,4700000,971022,2297059,4392,2016-09-21 00:00:11 UTC,21/9/2016,00:00:11 UTC,6.33E+19,34,3075
79685485609992,4700000,42000,2303122,768,2016-09-22 00:00:03 UTC,22/9/2016,00:00:03 UTC,6.38E+19,2,3083
65876345184785,1063795,0,2308867,527,2016-09-23 00:00:08 UTC,23/9/2016,00:00:08 UTC,6.42E+19,0,3092
76194031978271,1000000,0,2315093,533,2016-09-24 00:00:23 UTC,24/9/2016,00:00:23 UTC,6.46E+19,0,3099
69578626777975,1500000,1137806,2320970,5556,2016-09-25 00:00:06 UTC,25/9/2016,00:00:06 UTC,6.51E+19,40,3107
82953850790184,1500000,1482445,2327237,4053,2016-09-26 00:00:01 UTC,26/9/2016,00:00:01 UTC,6.55E+19,19,3115
75083244979156,1502928,737631,2333080,3006,2016-09-27 00:00:16 UTC,27/9/2016,00:00:16 UTC,6.60E+19,20,3125
77657734443565,1498530,1419434,2339133,5761,2016-09-28 00:00:29 UTC,28/9/2016,00:00:29 UTC,6.64E+19,45,3131
80661068333230,1499996,1413786,2345239,4576,2016-09-29 00:00:21 UTC,29/9/2016,00:00:21 UTC,6.69E+19,33,3136
85592185121910,1500061,0,2351365,539,2016-09-30 00:00:13 UTC,30/9/2016,00:00:13 UTC,6.74E+19,0,3143
82137301688489,1498530,224073,2357373,1629,2016-10-01 00:00:01 UTC,1/10/2016,00:00:01 UTC,6.79E+19,8,3154
